threshold,MD,PD,STiD,ASW,CT,RC,UCIA,UCC,RAM,TVIMO,TRRMO
0.10,138,10,12,18,13,12,14,12,10,9,106
0.20,196,17,18,33,20,19,23,18,22,18,138
0.30,218,20,22,31,17,17,28,26,26,17,149
0.40,217,13,18,27,18,16,31,31,31,15,136
0.50,180,14,9,29,15,17,31,30,32,12,129
0.60,152,13,15,28,17,18,32,32,32,9,107
0.70,125,12,7,23,11,8,32,32,32,6,82
0.80,85,1,8,7,0,9,32,32,31,4,54
0.90,29,2,2,4,3,4,32,32,32,5,23
1.00,0,0,0,0,0,0,32,32,32,0,0
