threshold,MD,PD,STiD,ASW,CT,RC,UCIA,UCC,RAM,TVIMO,TRRMO
0.10,48,3,6,5,6,3,8,8,5,3,17
0.20,72,4,4,11,8,6,12,5,8,5,37
0.30,73,3,8,16,7,10,10,12,12,9,35
0.40,77,6,7,13,9,7,13,12,11,12,32
0.50,58,7,7,15,5,8,13,12,13,7,36
0.60,59,5,4,12,4,6,13,13,13,4,22
0.70,38,4,4,8,4,8,13,13,13,5,18
0.80,30,5,3,7,2,1,13,13,13,3,8
0.90,16,1,0,2,1,3,13,13,13,3,7
1.00,0,0,0,0,0,0,13,13,13,0,0
