threshold,MD,PD,STiD,ASW,CT,RC,UCIA,UCC,RAM,TVIMO,TRRMO
0.10,16,1,0,2,1,1,0,0,0,0,8
0.20,36,2,3,9,4,3,0,0,0,3,9
0.30,47,6,3,9,5,7,0,0,0,4,19
0.40,58,8,8,13,9,5,0,0,0,5,28
0.50,84,6,7,9,9,10,0,0,0,8,28
0.60,109,8,11,17,7,9,0,0,0,8,34
0.70,101,8,6,14,9,10,0,0,0,9,36
0.80,95,8,10,9,5,4,0,0,0,8,36
0.90,68,5,4,8,5,7,0,0,0,3,19
1.00,0,0,0,0,0,0,0,0,0,0,0
