threshold,MD,PD,STiD,ASW,CT,RC,UCIA,UCC,RAM,TVIMO,TRRMO
0.10,542,31,25,68,20,34,33,35,37,30,258
0.20,798,40,49,83,46,47,54,55,56,33,379
0.30,865,50,43,102,45,53,61,67,65,47,397
0.40,825,43,39,75,39,43,74,77,74,56,381
0.50,691,36,45,78,45,34,77,78,78,41,323
0.60,596,28,28,57,23,32,79,77,79,34,264
0.70,441,20,33,44,21,19,80,80,80,21,209
0.80,326,21,19,24,10,19,80,79,80,18,112
0.90,123,10,4,15,5,8,80,80,80,5,77
1.00,0,0,0,0,0,0,80,80,80,0,0
