threshold,MD,PD,STiD,ASW,CT,RC,UCIA,UCC,RAM,TVIMO,TRRMO
0.10,137,11,7,23,14,7,10,7,13,12,58
0.20,209,19,10,25,15,10,24,19,19,20,85
0.30,220,21,11,25,15,21,21,22,24,14,99
0.40,209,16,13,31,16,21,27,26,24,15,95
0.50,190,8,11,16,20,14,26,27,27,12,74
0.60,142,10,10,21,11,12,28,28,28,14,71
0.70,111,7,9,23,8,8,27,28,26,8,53
0.80,71,3,5,16,4,11,28,28,28,6,40
0.90,34,1,0,8,2,1,28,28,28,6,10
1.00,0,0,0,0,0,0,28,28,28,0,0
