threshold,MD,PD,STiD,ASW,CT,RC,UCIA,UCC,RAM,TVIMO,TRRMO
0.10,505,41,23,58,32,30,24,33,27,27,367
0.20,781,46,39,83,51,43,59,49,47,40,504
0.30,772,47,36,83,49,54,60,64,65,40,562
0.40,719,39,42,82,37,35,71,70,71,51,521
0.50,628,45,32,73,35,30,76,75,70,41,478
0.60,534,35,31,62,30,31,74,76,76,26,370
0.70,421,22,22,45,25,29,77,77,77,23,292
0.80,279,20,15,37,15,15,76,77,77,12,191
0.90,136,9,8,14,8,9,77,77,77,8,116
1.00,0,0,0,0,0,0,77,77,77,0,0
