threshold,MD,PD,STiD,ASW,CT,RC,UCIA,UCC,RAM,TVIMO,TRRMO
0.10,163,7,7,14,7,9,0,0,0,14,79
0.20,324,10,11,27,16,17,0,0,0,14,107
0.30,449,22,21,53,31,20,0,0,0,27,222
0.40,595,36,32,67,25,31,0,0,0,38,250
0.50,737,35,37,77,31,34,0,0,0,31,340
0.60,821,40,36,93,39,41,0,0,0,44,373
0.70,900,42,40,92,45,47,0,0,0,55,395
0.80,865,40,47,87,41,47,0,0,0,39,353
0.90,543,28,31,67,30,26,0,0,0,31,246
1.00,0,0,0,1,0,0,0,0,0,0,0
