threshold,MD,PD,STiD,ASW,CT,RC,UCIA,UCC,RAM,TVIMO,TRRMO
0.10,10,4,0,3,1,1,0,0,0,2,8
0.20,30,3,3,6,4,2,0,0,0,1,12
0.30,34,4,5,7,7,3,0,0,0,3,22
0.40,49,6,3,12,6,8,0,0,0,7,21
0.50,60,6,3,11,5,5,0,0,0,7,27
0.60,76,3,7,14,9,7,0,0,0,10,34
0.70,69,11,9,14,7,7,0,0,0,9,32
0.80,62,6,5,12,4,6,0,0,0,9,24
0.90,50,7,5,12,6,3,0,0,0,7,23
1.00,0,0,0,0,0,0,0,0,0,0,0
