threshold,MD,PD,STiD,ASW,CT,RC,UCIA,UCC,RAM,TVIMO,TRRMO
0.10,86,3,3,8,4,6,4,8,4,3,48
0.20,124,8,5,17,9,9,13,8,12,6,66
0.30,116,8,10,20,9,8,15,11,15,6,82
0.40,110,7,9,19,9,4,13,14,14,8,71
0.50,100,10,7,14,6,11,15,15,15,8,64
0.60,66,5,4,10,7,4,14,15,15,6,41
0.70,65,4,5,10,7,5,15,15,14,4,32
0.80,37,8,2,6,4,2,15,15,15,8,32
0.90,25,0,3,5,0,0,15,15,15,1,15
1.00,0,0,0,0,0,0,15,15,15,0,0
