threshold,MD,PD,STiD,ASW,CT,RC,UCIA,UCC,RAM,TVIMO,TRRMO
0.10,19,2,3,5,3,3,0,0,0,1,13
0.20,44,7,6,8,7,4,0,0,0,5,25
0.30,73,7,5,14,7,7,0,0,0,5,28
0.40,100,9,11,14,8,8,0,0,0,6,41
0.50,107,11,9,19,7,16,0,0,0,12,53
0.60,129,14,12,22,15,8,0,0,0,12,50
0.70,136,13,15,31,10,16,0,0,0,11,62
0.80,111,13,10,23,13,14,0,0,0,9,62
0.90,79,6,5,18,10,6,0,0,0,8,40
1.00,0,0,0,0,0,0,0,0,0,0,0
